,frameNo,position,SEQ,No,filepPath,x,y
336,312,7,7,1,./data/312.jpg,960,479
351,313,7,7,1,./data/313.jpg,1010,456
366,314,7,7,1,./data/314.jpg,1047,425
381,315,7,7,1,./data/315.jpg,1083,398
396,316,7,7,1,./data/316.jpg,1117,381
411,317,7,7,1,./data/317.jpg,1140,378
426,318,7,7,1,./data/318.jpg,1160,381
441,319,7,7,1,./data/319.jpg,1170,402
456,320,7,7,1,./data/320.jpg,1180,435
471,321,7,7,1,./data/321.jpg,1160,483
486,322,7,7,1,./data/322.jpg,1153,520
501,323,7,7,1,./data/323.jpg,1140,550
516,324,7,7,1,./data/324.jpg,1157,570
531,325,7,7,1,./data/324.jpg,1157,570
546,326,7,7,1,./data/326.jpg,1110,564
561,327,7,7,1,./data/327.jpg,1113,570
576,328,7,7,1,./data/328.jpg,1120,530
591,329,7,7,1,./data/329.jpg,1130,547
606,330,7,7,1,./data/330.jpg,1140,547
621,331,7,7,1,./data/331.jpg,1140,533
636,332,7,7,1,./data/332.jpg,1147,526
651,333,7,7,1,./data/333.jpg,1153,506
666,334,7,7,1,./data/334.jpg,1150,472
681,335,7,7,1,./data/335.jpg,1160,459
696,336,7,7,1,./data/336.jpg,1160,456
7,290,8,8,1,./data/290.jpg,733,580
22,291,8,8,1,./data/291.jpg,727,577
37,292,8,8,1,./data/292.jpg,717,574
52,293,8,8,1,./data/293.jpg,710,570
67,294,8,8,1,./data/294.jpg,707,567
82,295,8,8,1,./data/295.jpg,700,567
97,296,8,8,1,./data/296.jpg,703,567
112,297,8,8,1,./data/297.jpg,707,564
127,298,8,8,1,./data/298.jpg,707,560
142,299,8,8,1,./data/299.jpg,710,554
157,300,8,8,1,./data/300.jpg,720,557
172,301,8,8,1,./data/301.jpg,730,557
187,302,8,8,1,./data/302.jpg,737,557
202,303,8,8,1,./data/303.jpg,743,567
217,304,8,8,1,./data/304.jpg,747,570
232,305,8,8,1,./data/305.jpg,750,577
247,306,8,8,1,./data/306.jpg,747,584
262,307,8,8,1,./data/307.jpg,753,597
277,308,8,8,1,./data/308.jpg,760,597
292,309,8,8,1,./data/309.jpg,763,608
307,310,8,8,1,./data/310.jpg,763,621
322,311,8,8,1,./data/311.jpg,767,624
337,312,8,8,1,./data/312.jpg,770,641
352,313,8,8,1,./data/313.jpg,777,648
367,314,8,8,1,./data/314.jpg,783,655
382,315,8,8,1,./data/315.jpg,793,662
397,316,8,8,1,./data/316.jpg,807,668
412,317,8,8,1,./data/317.jpg,827,668
427,318,8,8,1,./data/318.jpg,843,668
442,319,8,8,1,./data/319.jpg,867,668
457,320,8,8,1,./data/320.jpg,893,665
472,321,8,8,1,./data/321.jpg,920,658
487,322,8,8,1,./data/322.jpg,950,658
502,323,8,8,1,./data/323.jpg,987,662
517,324,8,8,1,./data/324.jpg,1013,662
532,325,8,6,1,./data/325.jpg,1040,658
547,326,8,8,1,./data/326.jpg,1057,655
562,327,8,8,1,./data/327.jpg,1070,658
577,328,8,8,1,./data/328.jpg,1090,648
592,329,8,8,1,./data/329.jpg,1110,638
607,330,8,8,1,./data/330.jpg,1130,628
622,331,8,8,1,./data/331.jpg,1153,618
637,332,8,8,1,./data/332.jpg,1167,604
652,333,8,8,1,./data/333.jpg,1183,601
667,334,8,8,1,./data/334.jpg,1190,591
682,335,8,8,1,./data/335.jpg,1190,614
697,336,8,8,1,./data/336.jpg,1203,614
8,290,9,9,1,./data/290.jpg,707,786
23,291,9,9,1,./data/291.jpg,693,790
38,292,9,9,1,./data/292.jpg,690,790
53,293,9,9,1,./data/293.jpg,690,786
68,294,9,9,1,./data/294.jpg,687,783
83,295,9,9,1,./data/295.jpg,683,780
98,296,9,9,1,./data/296.jpg,687,780
113,297,9,9,1,./data/297.jpg,687,786
128,298,9,9,1,./data/298.jpg,687,783
143,299,9,9,1,./data/299.jpg,687,776
158,300,9,9,1,./data/300.jpg,693,753
173,301,9,9,1,./data/301.jpg,690,742
188,302,9,9,1,./data/302.jpg,683,732
203,303,9,9,1,./data/303.jpg,680,726
218,304,9,9,1,./data/304.jpg,693,736
233,305,9,9,1,./data/305.jpg,693,739
248,306,9,9,1,./data/306.jpg,697,746
263,307,9,9,1,./data/307.jpg,687,770
278,308,9,9,1,./data/308.jpg,670,796
293,309,9,9,1,./data/309.jpg,677,807
308,310,9,9,1,./data/310.jpg,680,807
323,311,9,9,1,./data/311.jpg,687,803
338,312,9,9,1,./data/312.jpg,687,807
353,313,9,9,1,./data/313.jpg,687,810
368,314,9,9,1,./data/314.jpg,687,817
383,315,9,9,1,./data/315.jpg,690,820
398,316,9,9,1,./data/316.jpg,700,827
413,317,9,9,1,./data/317.jpg,710,827
428,318,9,9,1,./data/318.jpg,723,834
443,319,9,9,1,./data/319.jpg,743,837
458,320,9,9,1,./data/320.jpg,770,840
473,321,9,9,1,./data/321.jpg,803,837
488,322,9,9,1,./data/322.jpg,847,820
503,323,9,9,1,./data/323.jpg,867,820
518,324,9,9,1,./data/324.jpg,893,827
533,325,9,7,1,./data/325.jpg,927,837
548,326,9,9,1,./data/326.jpg,967,847
563,327,9,9,1,./data/327.jpg,997,861
578,328,9,9,1,./data/328.jpg,1023,844
593,329,9,9,1,./data/329.jpg,1047,834
608,330,9,9,1,./data/330.jpg,1053,817
623,331,9,9,1,./data/331.jpg,1063,793
638,332,9,9,1,./data/332.jpg,1070,766
653,333,9,9,1,./data/333.jpg,1087,742
668,334,9,9,1,./data/334.jpg,1113,716
683,335,9,9,1,./data/335.jpg,1220,770
698,336,9,9,1,./data/336.jpg,1217,770
9,290,10,10,1,./data/290.jpg,687,952
24,291,10,10,1,./data/291.jpg,687,952
39,292,10,10,1,./data/292.jpg,687,952
54,293,10,10,1,./data/293.jpg,687,952
69,294,10,10,1,./data/294.jpg,687,952
84,295,10,10,1,./data/295.jpg,687,952
99,296,10,10,1,./data/296.jpg,687,952
114,297,10,10,1,./data/297.jpg,687,955
129,298,10,10,1,./data/298.jpg,687,952
144,299,10,10,1,./data/299.jpg,687,955
159,300,10,10,1,./data/300.jpg,687,955
174,301,10,10,1,./data/301.jpg,687,955
189,302,10,10,1,./data/302.jpg,693,938
204,303,10,10,1,./data/303.jpg,700,918
219,304,10,10,1,./data/304.jpg,683,918
234,305,10,10,1,./data/305.jpg,683,928
249,306,10,10,1,./data/306.jpg,687,942
264,307,10,10,1,./data/307.jpg,687,942
279,308,10,10,1,./data/308.jpg,687,928
294,309,10,10,1,./data/309.jpg,690,948
309,310,10,10,1,./data/310.jpg,707,962
324,311,10,10,1,./data/311.jpg,690,958
339,312,10,10,1,./data/312.jpg,690,958
354,313,10,10,1,./data/313.jpg,690,955
369,314,10,10,1,./data/314.jpg,690,955
384,315,10,10,1,./data/315.jpg,690,955
399,316,10,10,1,./data/316.jpg,690,955
414,317,10,10,1,./data/317.jpg,690,955
429,318,10,10,1,./data/318.jpg,690,958
444,319,10,10,1,./data/319.jpg,690,955
459,320,10,10,1,./data/320.jpg,690,948
474,321,10,10,1,./data/321.jpg,690,932
489,322,10,10,1,./data/322.jpg,703,911
504,323,10,10,1,./data/323.jpg,720,908
519,324,10,10,1,./data/324.jpg,733,904
534,325,10,8,1,./data/325.jpg,760,898
549,326,10,10,1,./data/326.jpg,787,898
564,327,10,10,1,./data/327.jpg,820,891
579,328,10,10,1,./data/328.jpg,833,881
594,329,10,10,1,./data/329.jpg,847,854
609,330,10,10,1,./data/330.jpg,850,807
624,331,10,10,1,./data/331.jpg,853,746
639,332,10,10,1,./data/332.jpg,877,672
654,333,10,10,1,./data/333.jpg,927,597
669,334,10,10,1,./data/334.jpg,993,537
684,335,10,10,1,./data/335.jpg,1227,975
699,336,10,10,1,./data/336.jpg,1227,972
10,290,11,11,1,./data/290.jpg,827,580
25,291,11,11,1,./data/291.jpg,823,580
40,292,11,11,1,./data/292.jpg,810,574
55,293,11,11,1,./data/293.jpg,800,574
70,294,11,11,1,./data/294.jpg,797,570
85,295,11,11,1,./data/295.jpg,783,567
100,296,11,11,1,./data/296.jpg,783,564
115,297,11,11,1,./data/297.jpg,780,564
130,298,11,11,1,./data/298.jpg,780,557
145,299,11,11,1,./data/299.jpg,783,550
160,300,11,11,1,./data/300.jpg,783,557
175,301,11,11,1,./data/301.jpg,790,554
190,302,11,11,1,./data/302.jpg,797,554
205,303,11,11,1,./data/303.jpg,800,560
220,304,11,11,1,./data/304.jpg,803,564
235,305,11,11,1,./data/305.jpg,810,574
250,306,11,11,1,./data/306.jpg,813,577
265,307,11,11,1,./data/307.jpg,827,584
280,308,11,11,1,./data/308.jpg,830,591
295,309,11,11,1,./data/309.jpg,833,597
310,310,11,11,1,./data/310.jpg,840,611
325,311,11,11,1,./data/311.jpg,850,614
340,312,11,11,1,./data/312.jpg,853,621
355,313,11,11,1,./data/313.jpg,857,631
370,314,11,11,1,./data/314.jpg,873,641
385,315,11,11,1,./data/315.jpg,883,648
400,316,11,11,1,./data/316.jpg,900,651
415,317,11,11,1,./data/317.jpg,923,655
430,318,11,11,1,./data/318.jpg,943,658
445,319,11,11,1,./data/319.jpg,967,658
460,320,11,11,1,./data/320.jpg,990,658
475,321,11,11,1,./data/321.jpg,1017,655
490,322,11,11,1,./data/322.jpg,1040,658
505,323,11,11,1,./data/323.jpg,1067,665
520,324,11,11,1,./data/324.jpg,1087,668
535,325,11,9,1,./data/325.jpg,1097,668
550,326,11,11,1,./data/326.jpg,1093,662
565,327,11,11,1,./data/327.jpg,1073,645
580,328,11,11,1,./data/328.jpg,1080,631
595,329,11,11,1,./data/329.jpg,1087,614
610,330,11,11,1,./data/330.jpg,1097,604
625,331,11,11,1,./data/331.jpg,1113,594
640,332,11,11,1,./data/332.jpg,1120,574
655,333,11,11,1,./data/333.jpg,1127,570
670,334,11,11,1,./data/334.jpg,1137,554
685,335,11,11,1,./data/335.jpg,1137,564
700,336,11,11,1,./data/336.jpg,1143,574
11,290,12,12,1,./data/290.jpg,870,780
26,291,12,12,1,./data/291.jpg,867,786
41,292,12,12,1,./data/292.jpg,853,790
56,293,12,12,1,./data/293.jpg,843,786
71,294,12,12,1,./data/294.jpg,827,786
86,295,12,12,1,./data/295.jpg,800,776
101,296,12,12,1,./data/296.jpg,780,773
116,297,12,12,1,./data/297.jpg,757,770
131,298,12,12,1,./data/298.jpg,733,759
146,299,12,12,1,./data/299.jpg,717,746
161,300,12,12,1,./data/300.jpg,697,746
176,301,12,12,1,./data/301.jpg,690,739
191,302,12,12,1,./data/302.jpg,687,732
206,303,12,12,1,./data/303.jpg,687,729
221,304,12,12,1,./data/304.jpg,687,729
236,305,12,12,1,./data/305.jpg,693,736
251,306,12,12,1,./data/306.jpg,710,742
266,307,12,12,1,./data/307.jpg,717,756
281,308,12,12,1,./data/308.jpg,733,756
296,309,12,12,1,./data/309.jpg,740,759
311,310,12,12,1,./data/310.jpg,760,766
326,311,12,12,1,./data/311.jpg,783,773
341,312,12,12,1,./data/312.jpg,807,783
356,313,12,12,1,./data/313.jpg,840,790
371,314,12,12,1,./data/314.jpg,877,800
386,315,12,12,1,./data/315.jpg,920,803
401,316,12,12,1,./data/316.jpg,963,810
416,317,12,12,1,./data/317.jpg,1013,807
431,318,12,12,1,./data/318.jpg,1057,800
446,319,12,12,1,./data/319.jpg,1093,793
461,320,12,12,1,./data/320.jpg,1127,790
476,321,12,12,1,./data/321.jpg,1157,786
491,322,12,12,1,./data/322.jpg,1180,783
506,323,12,12,1,./data/323.jpg,1200,783
521,324,12,12,1,./data/324.jpg,1210,783
536,325,12,10,1,./data/325.jpg,1217,783
551,326,12,12,1,./data/326.jpg,1217,783
566,327,12,12,1,./data/327.jpg,1217,783
581,328,12,12,1,./data/328.jpg,1220,783
596,329,12,12,1,./data/329.jpg,1227,780
611,330,12,12,1,./data/330.jpg,1227,776
626,331,12,12,1,./data/331.jpg,1230,776
641,332,12,12,1,./data/332.jpg,1230,770
656,333,12,12,1,./data/333.jpg,1230,766
671,334,12,12,1,./data/334.jpg,1227,766
686,335,12,12,1,./data/335.jpg,1227,766
701,336,12,12,1,./data/336.jpg,1220,770
12,290,13,13,1,./data/290.jpg,910,962
27,291,13,13,1,./data/291.jpg,910,962
42,292,13,13,1,./data/292.jpg,910,962
57,293,13,13,1,./data/293.jpg,910,962
72,294,13,13,1,./data/294.jpg,910,955
87,295,13,13,1,./data/295.jpg,903,942
102,296,13,13,1,./data/296.jpg,890,928
117,297,13,13,1,./data/297.jpg,873,915
132,298,13,13,1,./data/298.jpg,850,908
147,299,13,13,1,./data/299.jpg,827,908
162,300,13,13,1,./data/300.jpg,797,908
177,301,13,13,1,./data/301.jpg,770,915
192,302,13,13,1,./data/302.jpg,737,925
207,303,13,13,1,./data/303.jpg,707,932
222,304,13,13,1,./data/304.jpg,680,938
237,305,13,13,1,./data/305.jpg,660,935
252,306,13,13,1,./data/306.jpg,640,932
267,307,13,13,1,./data/307.jpg,640,935
282,308,13,13,1,./data/308.jpg,657,942
297,309,13,13,1,./data/309.jpg,673,955
312,310,13,13,1,./data/310.jpg,707,965
327,311,13,13,1,./data/311.jpg,757,979
342,312,13,13,1,./data/312.jpg,810,982
357,313,13,13,1,./data/313.jpg,877,986
372,314,13,13,1,./data/314.jpg,943,986
387,315,13,13,1,./data/315.jpg,1007,982
402,316,13,13,1,./data/316.jpg,1060,975
417,317,13,13,1,./data/317.jpg,1110,979
432,318,13,13,1,./data/318.jpg,1143,979
447,319,13,13,1,./data/319.jpg,1180,979
462,320,13,13,1,./data/320.jpg,1203,979
477,321,13,13,1,./data/321.jpg,1213,979
492,322,13,13,1,./data/322.jpg,1220,979
507,323,13,13,1,./data/323.jpg,1223,979
522,324,13,13,1,./data/324.jpg,1227,982
537,325,13,11,1,./data/325.jpg,1227,979
552,326,13,13,1,./data/326.jpg,1227,979
567,327,13,13,1,./data/327.jpg,1227,979
582,328,13,13,1,./data/328.jpg,1227,979
597,329,13,13,1,./data/329.jpg,1227,979
612,330,13,13,1,./data/330.jpg,1227,979
627,331,13,13,1,./data/331.jpg,1227,979
642,332,13,13,1,./data/332.jpg,1227,979
657,333,13,13,1,./data/333.jpg,1227,975
672,334,13,13,1,./data/334.jpg,1227,972
687,335,13,13,1,./data/335.jpg,1227,955
702,336,13,13,1,./data/336.jpg,1223,952
13,290,14,14,1,./data/290.jpg,813,206
28,291,14,14,1,./data/291.jpg,807,209
43,292,14,14,1,./data/292.jpg,803,213
58,293,14,14,1,./data/293.jpg,800,213
73,294,14,14,1,./data/294.jpg,793,209
88,295,14,14,1,./data/295.jpg,787,209
103,296,14,14,1,./data/296.jpg,783,206
118,297,14,14,1,./data/297.jpg,780,206
133,298,14,14,1,./data/298.jpg,777,202
148,299,14,14,1,./data/299.jpg,773,202
163,300,14,14,1,./data/300.jpg,767,202
178,301,14,14,1,./data/301.jpg,760,202
193,302,14,14,1,./data/302.jpg,757,209
208,303,14,14,1,./data/303.jpg,753,213
223,304,14,14,1,./data/304.jpg,750,223
238,305,14,14,1,./data/305.jpg,747,236
253,306,14,14,1,./data/306.jpg,740,240
268,307,14,14,1,./data/307.jpg,737,250
283,308,14,14,1,./data/308.jpg,737,263
298,309,14,14,1,./data/309.jpg,737,270
313,310,14,14,1,./data/310.jpg,737,280
328,311,14,14,1,./data/311.jpg,747,287
343,312,14,14,1,./data/312.jpg,753,294
358,313,14,14,1,./data/313.jpg,763,300
373,314,14,14,1,./data/314.jpg,780,307
388,315,14,14,1,./data/315.jpg,800,307
403,316,14,14,1,./data/316.jpg,823,307
418,317,14,14,1,./data/317.jpg,850,304
433,318,14,14,1,./data/318.jpg,883,297
448,319,14,14,1,./data/319.jpg,923,290
463,320,14,14,1,./data/320.jpg,970,284
478,321,14,14,1,./data/321.jpg,1013,277
493,322,14,14,1,./data/322.jpg,1060,277
508,323,14,14,1,./data/323.jpg,1107,284
523,324,14,14,1,./data/324.jpg,1143,294
538,325,14,12,1,./data/325.jpg,1180,307
553,326,14,14,1,./data/326.jpg,1213,310
568,327,14,14,1,./data/327.jpg,1250,317
583,328,14,14,1,./data/328.jpg,1280,334
598,329,14,14,1,./data/329.jpg,1300,334
613,330,14,14,1,./data/330.jpg,1320,334
628,331,14,14,1,./data/331.jpg,1340,331
643,332,14,14,1,./data/332.jpg,1357,334
658,333,14,14,1,./data/333.jpg,1377,338
673,334,14,14,1,./data/334.jpg,1393,341
688,335,14,14,1,./data/335.jpg,1400,348
703,336,14,14,1,./data/336.jpg,1413,341
14,290,15,15,1,./data/290.jpg,843,209
29,291,15,15,1,./data/291.jpg,837,213
44,292,15,15,1,./data/292.jpg,830,213
59,293,15,15,1,./data/293.jpg,827,213
74,294,15,15,1,./data/294.jpg,823,213
89,295,15,15,1,./data/295.jpg,817,213
104,296,15,15,1,./data/296.jpg,810,213
119,297,15,15,1,./data/297.jpg,807,209
134,298,15,15,1,./data/298.jpg,803,209
149,299,15,15,1,./data/299.jpg,800,209
164,300,15,15,1,./data/300.jpg,797,209
179,301,15,15,1,./data/301.jpg,787,209
194,302,15,15,1,./data/302.jpg,783,213
209,303,15,15,1,./data/303.jpg,780,216
224,304,15,15,1,./data/304.jpg,777,226
239,305,15,15,1,./data/305.jpg,773,236
254,306,15,15,1,./data/306.jpg,767,243
269,307,15,15,1,./data/307.jpg,763,256
284,308,15,15,1,./data/308.jpg,763,263
299,309,15,15,1,./data/309.jpg,763,270
314,310,15,15,1,./data/310.jpg,767,284
329,311,15,15,1,./data/311.jpg,777,290
344,312,15,15,1,./data/312.jpg,780,297
359,313,15,15,1,./data/313.jpg,790,304
374,314,15,15,1,./data/314.jpg,803,307
389,315,15,15,1,./data/315.jpg,827,307
404,316,15,15,1,./data/316.jpg,847,307
419,317,15,15,1,./data/317.jpg,873,307
434,318,15,15,1,./data/318.jpg,907,297
449,319,15,15,1,./data/319.jpg,943,290
464,320,15,15,1,./data/320.jpg,987,284
479,321,15,15,1,./data/321.jpg,1030,280
494,322,15,15,1,./data/322.jpg,1070,273
509,323,15,15,1,./data/323.jpg,1113,284
524,324,15,15,1,./data/323.jpg,1113,284
539,325,15,13,1,./data/325.jpg,1190,304
554,326,15,13,1,./data/325.jpg,1190,304
569,327,15,13,1,./data/325.jpg,1190,304
584,328,15,13,1,./data/325.jpg,1190,304
599,329,15,13,1,./data/325.jpg,1190,304
614,330,15,13,1,./data/325.jpg,1190,304
629,331,15,13,1,./data/325.jpg,1190,304
644,332,15,13,1,./data/325.jpg,1190,304
659,333,15,13,1,./data/325.jpg,1190,304
674,334,15,13,1,./data/325.jpg,1190,304
689,335,15,13,1,./data/325.jpg,1190,304
704,336,15,13,1,./data/325.jpg,1190,304
0,612,0,0,1,./data/612.jpg,830,273
15,613,0,0,1,./data/613.jpg,830,273
30,614,0,0,1,./data/614.jpg,830,273
45,615,0,0,1,./data/615.jpg,827,270
60,616,0,0,1,./data/616.jpg,823,267
75,617,0,0,1,./data/617.jpg,823,267
90,618,0,0,1,./data/618.jpg,820,263
105,619,0,0,1,./data/619.jpg,813,260
120,620,0,0,1,./data/620.jpg,810,260
135,621,0,0,1,./data/621.jpg,810,260
150,622,0,0,1,./data/622.jpg,807,263
165,623,0,0,1,./data/623.jpg,803,263
180,624,0,0,1,./data/624.jpg,803,267
195,625,0,0,1,./data/625.jpg,800,273
210,626,0,0,1,./data/626.jpg,800,280
225,627,0,0,1,./data/627.jpg,797,287
240,628,0,0,1,./data/628.jpg,793,290
255,629,0,0,1,./data/629.jpg,797,297
270,630,0,0,1,./data/630.jpg,800,304
285,631,0,0,1,./data/631.jpg,803,307
300,632,0,0,1,./data/632.jpg,810,310
315,633,0,0,1,./data/633.jpg,823,314
330,634,0,0,1,./data/634.jpg,833,314
345,635,0,0,1,./data/635.jpg,853,314
360,636,0,0,1,./data/636.jpg,873,314
375,637,0,0,1,./data/637.jpg,900,310
390,638,0,0,1,./data/638.jpg,927,307
405,639,0,0,1,./data/639.jpg,967,300
420,640,0,0,1,./data/640.jpg,1003,290
435,641,0,0,1,./data/641.jpg,1043,290
450,642,0,0,1,./data/642.jpg,1087,290
465,643,0,0,1,./data/643.jpg,1130,300
480,644,0,0,1,./data/644.jpg,1163,307
495,645,0,0,1,./data/645.jpg,1197,314
510,646,0,0,1,./data/646.jpg,1227,321
525,647,0,0,1,./data/647.jpg,1260,334
540,648,0,0,1,./data/648.jpg,1283,341
555,649,0,0,1,./data/649.jpg,1303,344
570,650,0,0,1,./data/650.jpg,1327,341
585,651,0,0,1,./data/651.jpg,1347,341
600,652,0,0,1,./data/652.jpg,1370,348
615,653,0,0,1,./data/653.jpg,1387,354
630,654,0,0,1,./data/654.jpg,1400,354
645,655,0,0,1,./data/655.jpg,1413,358
1,612,2,2,1,./data/612.jpg,733,368
16,613,2,2,1,./data/613.jpg,730,364
31,614,2,2,1,./data/614.jpg,730,361
46,615,2,2,1,./data/615.jpg,723,358
61,616,2,2,1,./data/616.jpg,717,351
76,617,2,2,1,./data/617.jpg,713,344
91,618,2,2,1,./data/618.jpg,713,344
106,619,2,2,1,./data/619.jpg,710,341
121,620,2,2,1,./data/620.jpg,707,341
136,621,2,2,1,./data/621.jpg,707,341
151,622,2,2,1,./data/622.jpg,707,344
166,623,2,2,1,./data/623.jpg,707,354
181,624,2,2,1,./data/624.jpg,707,358
196,625,2,2,1,./data/625.jpg,703,368
211,626,2,2,1,./data/626.jpg,703,381
226,627,2,2,1,./data/627.jpg,703,385
241,628,2,2,1,./data/628.jpg,707,398
256,629,2,2,1,./data/629.jpg,707,405
271,630,2,2,1,./data/630.jpg,707,408
286,631,2,2,1,./data/631.jpg,710,418
301,632,2,2,1,./data/632.jpg,717,429
316,633,2,2,1,./data/633.jpg,730,429
331,634,2,2,1,./data/634.jpg,737,432
346,635,2,2,1,./data/635.jpg,753,429
361,636,2,2,1,./data/636.jpg,767,429
376,637,2,2,1,./data/637.jpg,787,422
391,638,2,2,1,./data/638.jpg,817,408
406,639,2,2,1,./data/639.jpg,847,405
421,640,2,2,1,./data/640.jpg,880,392
436,641,2,2,1,./data/641.jpg,920,388
451,642,2,2,1,./data/642.jpg,960,385
466,643,2,2,1,./data/643.jpg,1013,385
481,644,2,2,1,./data/644.jpg,1063,388
496,645,2,2,1,./data/645.jpg,1110,429
511,646,2,2,1,./data/646.jpg,1177,381
526,647,2,2,1,./data/647.jpg,1207,385
541,648,2,2,1,./data/648.jpg,1247,385
556,649,2,2,1,./data/649.jpg,1267,402
571,650,2,2,1,./data/650.jpg,1297,408
586,651,2,2,1,./data/651.jpg,1317,429
601,652,2,2,1,./data/652.jpg,1330,442
616,653,2,2,1,./data/653.jpg,1343,446
631,654,2,2,1,./data/654.jpg,1350,439
646,655,2,2,1,./data/655.jpg,1360,435
2,612,3,3,1,./data/612.jpg,703,472
17,613,3,3,1,./data/613.jpg,690,479
32,614,3,3,1,./data/614.jpg,683,472
47,615,3,3,1,./data/615.jpg,677,469
62,616,3,3,1,./data/616.jpg,663,459
77,617,3,3,1,./data/617.jpg,657,452
92,618,3,3,1,./data/618.jpg,650,442
107,619,3,3,1,./data/619.jpg,650,435
122,620,3,3,1,./data/620.jpg,653,432
137,621,3,3,1,./data/621.jpg,663,412
152,622,3,3,1,./data/622.jpg,663,418
167,623,3,3,1,./data/623.jpg,663,418
182,624,3,3,1,./data/624.jpg,660,435
197,625,3,3,1,./data/625.jpg,660,452
212,626,3,3,1,./data/626.jpg,663,466
227,627,3,3,1,./data/627.jpg,667,483
242,628,3,3,1,./data/628.jpg,680,500
257,629,3,3,1,./data/629.jpg,683,510
272,630,3,3,1,./data/630.jpg,687,526
287,631,3,3,1,./data/631.jpg,690,540
302,632,3,3,1,./data/632.jpg,693,547
317,633,3,3,1,./data/633.jpg,697,547
332,634,3,3,1,./data/634.jpg,703,543
347,635,3,3,1,./data/635.jpg,710,530
362,636,3,3,1,./data/636.jpg,713,520
377,637,3,3,1,./data/637.jpg,730,500
392,638,3,3,1,./data/638.jpg,747,472
407,639,3,3,1,./data/639.jpg,773,452
422,640,3,3,1,./data/640.jpg,800,439
437,641,3,3,1,./data/641.jpg,823,435
452,642,3,3,1,./data/642.jpg,847,418
467,643,3,3,1,./data/643.jpg,900,381
482,644,3,3,1,./data/644.jpg,1017,307
497,645,3,3,1,./data/645.jpg,1163,284
512,646,3,3,1,./data/646.jpg,1257,300
527,647,3,3,1,./data/647.jpg,1343,310
542,648,3,3,1,./data/648.jpg,1383,385
557,649,3,3,1,./data/649.jpg,1390,459
572,650,3,3,1,./data/650.jpg,1367,526
587,651,3,3,1,./data/651.jpg,1323,567
602,652,3,3,1,./data/652.jpg,1280,570
