,frameNo,position,SEQ,No,filepPath,x,y
617,653,3,3,1,./data/653.jpg,1273,547
632,654,3,3,1,./data/654.jpg,1280,523
647,655,3,3,1,./data/655.jpg,1297,513
3,612,4,4,1,./data/612.jpg,707,493
18,613,4,4,1,./data/613.jpg,703,479
33,614,4,4,1,./data/614.jpg,690,462
48,615,4,4,1,./data/615.jpg,673,452
63,616,4,4,1,./data/616.jpg,663,425
78,617,4,4,1,./data/617.jpg,653,425
93,618,4,4,1,./data/618.jpg,643,412
108,619,4,4,1,./data/619.jpg,633,408
123,620,4,4,1,./data/620.jpg,630,408
138,621,4,4,1,./data/621.jpg,637,415
153,622,4,4,1,./data/622.jpg,637,435
168,623,4,4,1,./data/623.jpg,630,449
183,624,4,4,1,./data/624.jpg,623,479
198,625,4,4,1,./data/625.jpg,627,510
213,626,4,4,1,./data/626.jpg,633,543
228,627,4,4,1,./data/627.jpg,640,574
243,628,4,4,1,./data/628.jpg,647,597
258,629,4,4,1,./data/629.jpg,660,618
273,630,4,4,1,./data/630.jpg,667,631
288,631,4,4,1,./data/631.jpg,670,648
303,632,4,4,1,./data/632.jpg,683,651
318,633,4,4,1,./data/633.jpg,687,651
333,634,4,4,1,./data/634.jpg,687,645
348,635,4,4,1,./data/635.jpg,690,628
363,636,4,4,1,./data/636.jpg,697,611
378,637,4,4,1,./data/637.jpg,707,584
393,638,4,4,1,./data/638.jpg,710,557
408,639,4,4,1,./data/639.jpg,723,520
423,640,4,4,1,./data/640.jpg,743,459
438,641,4,4,1,./data/641.jpg,780,408
453,642,4,4,1,./data/642.jpg,827,334
468,643,4,4,1,./data/643.jpg,900,246
483,644,4,4,1,./data/644.jpg,1010,189
498,645,4,4,1,./data/645.jpg,1143,152
513,646,4,4,1,./data/646.jpg,1327,162
528,647,4,4,1,./data/647.jpg,1433,263
543,648,4,4,1,./data/648.jpg,1490,388
558,649,4,4,1,./data/649.jpg,1473,506
573,650,4,4,1,./data/650.jpg,1413,601
588,651,4,4,1,./data/651.jpg,1327,655
603,652,4,4,1,./data/652.jpg,1237,655
618,653,4,4,1,./data/653.jpg,1227,604
633,654,4,4,1,./data/653.jpg,1227,604
648,655,4,4,1,./data/653.jpg,1227,604
4,612,5,5,1,./data/612.jpg,857,361
19,613,5,5,1,./data/613.jpg,853,358
34,614,5,5,1,./data/614.jpg,850,354
49,615,5,5,1,./data/615.jpg,847,348
64,616,5,5,1,./data/616.jpg,837,341
79,617,5,5,1,./data/617.jpg,833,334
94,618,5,5,1,./data/618.jpg,830,331
109,619,5,5,1,./data/619.jpg,827,331
124,620,5,5,1,./data/620.jpg,827,324
139,621,5,5,1,./data/621.jpg,823,321
154,622,5,5,1,./data/622.jpg,820,321
169,623,5,5,1,./data/623.jpg,817,324
184,624,5,5,1,./data/624.jpg,817,331
199,625,5,5,1,./data/625.jpg,813,334
214,626,5,5,1,./data/626.jpg,807,341
229,627,5,5,1,./data/627.jpg,807,344
244,628,5,5,1,./data/628.jpg,810,351
259,629,5,5,1,./data/629.jpg,813,358
274,630,5,5,1,./data/630.jpg,820,361
289,631,5,5,1,./data/631.jpg,827,364
304,632,5,5,1,./data/632.jpg,833,368
319,633,5,5,1,./data/633.jpg,847,371
334,634,5,5,1,./data/634.jpg,860,375
349,635,5,5,1,./data/635.jpg,880,375
364,636,5,5,1,./data/636.jpg,900,378
379,637,5,5,1,./data/637.jpg,923,375
394,638,5,5,1,./data/638.jpg,953,368
409,639,5,5,1,./data/639.jpg,987,364
424,640,5,5,1,./data/640.jpg,1020,364
439,641,5,5,1,./data/641.jpg,1050,381
454,642,5,5,1,./data/642.jpg,1087,392
469,643,5,5,1,./data/643.jpg,1113,425
484,644,5,5,1,./data/644.jpg,1133,432
499,645,5,5,1,./data/645.jpg,1140,435
514,646,5,5,1,./data/646.jpg,1110,425
529,647,5,5,1,./data/647.jpg,1123,418
544,648,5,5,1,./data/648.jpg,1133,412
559,649,5,5,1,./data/649.jpg,1143,405
574,650,5,5,1,./data/650.jpg,1160,398
589,651,5,5,1,./data/651.jpg,1180,385
604,652,5,5,1,./data/652.jpg,1200,381
619,653,5,5,1,./data/653.jpg,1213,368
634,654,5,4,1,./data/654.jpg,1230,364
649,655,5,4,1,./data/655.jpg,1240,361
5,612,6,6,1,./data/612.jpg,880,479
20,613,6,6,1,./data/613.jpg,870,476
35,614,6,6,1,./data/614.jpg,857,466
50,615,6,6,1,./data/615.jpg,850,452
65,616,6,6,1,./data/616.jpg,833,442
80,617,6,6,1,./data/617.jpg,827,429
95,618,6,6,1,./data/618.jpg,817,418
110,619,6,6,1,./data/619.jpg,807,408
125,620,6,6,1,./data/620.jpg,800,405
140,621,6,6,1,./data/621.jpg,790,402
155,622,6,6,1,./data/622.jpg,783,402
170,623,6,6,1,./data/623.jpg,780,402
185,624,6,6,1,./data/624.jpg,777,405
200,625,6,6,1,./data/625.jpg,780,405
215,626,6,6,1,./data/626.jpg,780,408
230,627,6,6,1,./data/627.jpg,787,415
245,628,6,6,1,./data/628.jpg,807,412
260,629,6,6,1,./data/629.jpg,823,418
275,630,6,6,1,./data/630.jpg,870,452
290,631,6,6,1,./data/631.jpg,877,412
305,632,6,6,1,./data/632.jpg,903,405
320,633,6,6,1,./data/633.jpg,937,388
335,634,6,6,1,./data/634.jpg,963,378
350,635,6,6,1,./data/635.jpg,990,361
365,636,6,6,1,./data/636.jpg,1017,358
380,637,6,6,1,./data/637.jpg,1047,351
395,638,6,6,1,./data/638.jpg,1070,351
410,639,6,6,1,./data/639.jpg,1090,361
425,640,6,6,1,./data/640.jpg,1107,398
440,641,6,6,1,./data/641.jpg,1097,435
455,642,6,6,1,./data/642.jpg,1090,476
470,643,6,6,1,./data/643.jpg,1093,523
485,644,6,6,1,./data/644.jpg,1100,560
500,645,6,6,1,./data/645.jpg,1157,267
515,646,6,6,1,./data/646.jpg,1040,537
530,647,6,6,1,./data/647.jpg,1043,523
545,648,6,6,1,./data/648.jpg,1050,503
560,649,6,6,1,./data/649.jpg,1063,479
575,650,6,6,1,./data/650.jpg,1070,459
590,651,6,6,1,./data/651.jpg,1087,435
605,652,6,6,1,./data/652.jpg,1100,408
620,653,6,6,1,./data/653.jpg,1117,388
635,654,6,5,1,./data/654.jpg,1140,375
650,655,6,5,1,./data/655.jpg,1153,364
6,612,7,7,1,./data/612.jpg,797,483
21,613,7,7,1,./data/613.jpg,777,459
36,614,7,7,1,./data/614.jpg,763,439
51,615,7,7,1,./data/615.jpg,757,422
66,616,7,7,1,./data/616.jpg,740,408
81,617,7,7,1,./data/617.jpg,733,392
96,618,7,7,1,./data/618.jpg,713,385
111,619,7,7,1,./data/619.jpg,707,385
126,620,7,7,1,./data/620.jpg,690,388
141,621,7,7,1,./data/621.jpg,687,402
156,622,7,7,1,./data/622.jpg,680,415
171,623,7,7,1,./data/623.jpg,683,432
186,624,7,7,1,./data/624.jpg,690,456
201,625,7,7,1,./data/625.jpg,710,479
216,626,7,7,1,./data/626.jpg,730,496
231,627,7,7,1,./data/627.jpg,757,503
246,628,7,7,1,./data/628.jpg,797,500
261,629,7,7,1,./data/629.jpg,847,510
276,630,7,7,1,./data/630.jpg,897,506
291,631,7,7,1,./data/631.jpg,937,469
306,632,7,7,1,./data/632.jpg,980,435
321,633,7,7,1,./data/633.jpg,1033,412
336,634,7,7,1,./data/634.jpg,1070,388
351,635,7,7,1,./data/635.jpg,1103,361
366,636,7,7,1,./data/636.jpg,1133,351
381,637,7,7,1,./data/637.jpg,1160,344
396,638,7,7,1,./data/638.jpg,1177,358
411,639,7,7,1,./data/639.jpg,1183,385
426,640,7,7,1,./data/640.jpg,1187,429
441,641,7,7,1,./data/641.jpg,1173,483
456,642,7,7,1,./data/642.jpg,1160,520
471,643,7,7,1,./data/643.jpg,1143,550
486,644,7,7,1,./data/644.jpg,1150,574
501,645,7,7,1,./data/645.jpg,1143,145
516,646,7,7,1,./data/646.jpg,1100,570
531,647,7,7,1,./data/647.jpg,1097,543
546,648,7,7,1,./data/648.jpg,1107,543
561,649,7,7,1,./data/649.jpg,1113,533
576,650,7,7,1,./data/650.jpg,1120,537
591,651,7,7,1,./data/651.jpg,1117,530
606,652,7,7,1,./data/652.jpg,1113,496
621,653,7,7,1,./data/653.jpg,1117,476
636,654,7,6,1,./data/654.jpg,1123,452
651,655,7,6,1,./data/655.jpg,1137,446
7,612,8,8,1,./data/612.jpg,730,601
22,613,8,8,1,./data/613.jpg,727,601
37,614,8,8,1,./data/614.jpg,723,597
52,615,8,8,1,./data/615.jpg,727,597
67,616,8,8,1,./data/616.jpg,720,591
82,617,8,8,1,./data/617.jpg,723,584
97,618,8,8,1,./data/618.jpg,727,580
112,619,8,8,1,./data/619.jpg,733,580
127,620,8,8,1,./data/620.jpg,743,587
142,621,8,8,1,./data/621.jpg,753,577
157,622,8,8,1,./data/622.jpg,757,580
172,623,8,8,1,./data/623.jpg,770,580
187,624,8,8,1,./data/624.jpg,777,587
202,625,8,8,1,./data/625.jpg,777,591
217,626,8,8,1,./data/626.jpg,777,597
232,627,8,8,1,./data/627.jpg,780,601
247,628,8,8,1,./data/628.jpg,783,604
262,629,8,8,1,./data/629.jpg,783,618
277,630,8,8,1,./data/630.jpg,787,621
292,631,8,8,1,./data/631.jpg,787,631
307,632,8,8,1,./data/632.jpg,793,641
322,633,8,8,1,./data/633.jpg,800,645
337,634,8,8,1,./data/634.jpg,803,651
352,635,8,8,1,./data/635.jpg,813,651
367,636,8,8,1,./data/636.jpg,827,655
382,637,8,8,1,./data/637.jpg,837,662
397,638,8,8,1,./data/638.jpg,850,662
412,639,8,8,1,./data/639.jpg,873,658
427,640,8,8,1,./data/640.jpg,900,651
442,641,8,8,1,./data/641.jpg,927,648
457,642,8,8,1,./data/642.jpg,957,648
472,643,8,8,1,./data/643.jpg,990,651
487,644,8,8,1,./data/644.jpg,1013,648
502,645,8,8,1,./data/645.jpg,1040,651
517,646,8,8,1,./data/646.jpg,1057,651
532,647,8,8,1,./data/647.jpg,1067,651
547,648,8,8,1,./data/648.jpg,1087,645
562,649,8,8,1,./data/649.jpg,1107,634
577,650,8,8,1,./data/650.jpg,1127,628
592,651,8,8,1,./data/651.jpg,1150,621
607,652,8,8,1,./data/652.jpg,1167,611
622,653,8,8,1,./data/653.jpg,1177,611
637,654,8,7,1,./data/654.jpg,1183,604
652,655,8,7,1,./data/655.jpg,1200,597
8,612,9,9,1,./data/612.jpg,707,800
23,613,9,9,1,./data/613.jpg,707,796
38,614,9,9,1,./data/614.jpg,707,796
53,615,9,9,1,./data/615.jpg,707,796
68,616,9,9,1,./data/616.jpg,707,793
83,617,9,9,1,./data/617.jpg,710,793
98,618,9,9,1,./data/618.jpg,710,783
113,619,9,9,1,./data/619.jpg,710,766
128,620,9,9,1,./data/620.jpg,717,763
143,621,9,9,1,./data/621.jpg,710,742
158,622,9,9,1,./data/622.jpg,737,749
173,623,9,9,1,./data/623.jpg,747,763
188,624,9,9,1,./data/624.jpg,740,770
203,625,9,9,1,./data/625.jpg,740,766
218,626,9,9,1,./data/626.jpg,733,753
233,627,9,9,1,./data/627.jpg,723,746
248,628,9,9,1,./data/628.jpg,733,759
263,629,9,9,1,./data/629.jpg,710,803
278,630,9,9,1,./data/630.jpg,713,810
293,631,9,9,1,./data/631.jpg,713,813
308,632,9,9,1,./data/632.jpg,713,817
323,633,9,9,1,./data/633.jpg,717,820
338,634,9,9,1,./data/634.jpg,717,827
353,635,9,9,1,./data/635.jpg,723,830
368,636,9,9,1,./data/636.jpg,730,830
383,637,9,9,1,./data/637.jpg,737,834
398,638,9,9,1,./data/638.jpg,747,834
413,639,9,9,1,./data/639.jpg,763,837
428,640,9,9,1,./data/640.jpg,787,834
443,641,9,9,1,./data/641.jpg,827,820
458,642,9,9,1,./data/642.jpg,850,810
473,643,9,9,1,./data/643.jpg,873,810
488,644,9,9,1,./data/644.jpg,900,813
503,645,9,9,1,./data/645.jpg,937,820
518,646,9,9,1,./data/646.jpg,970,837
533,647,9,9,1,./data/647.jpg,1000,847
548,648,9,9,1,./data/648.jpg,1037,840
563,649,9,9,1,./data/649.jpg,1047,834
578,650,9,9,1,./data/650.jpg,1060,827
593,651,9,9,1,./data/651.jpg,1067,813
608,652,9,9,1,./data/652.jpg,1083,800
623,653,9,9,1,./data/653.jpg,1093,786
638,654,9,8,1,./data/654.jpg,1107,776
653,655,9,8,1,./data/655.jpg,1127,766
9,612,10,10,1,./data/612.jpg,700,962
24,613,10,10,1,./data/613.jpg,700,962
39,614,10,10,1,./data/614.jpg,700,958
54,615,10,10,1,./data/615.jpg,700,962
69,616,10,10,1,./data/616.jpg,703,962
84,617,10,10,1,./data/617.jpg,703,965
99,618,10,10,1,./data/618.jpg,703,969
114,619,10,10,1,./data/619.jpg,707,965
129,620,10,10,1,./data/620.jpg,707,965
144,621,10,10,1,./data/620.jpg,707,965
159,622,10,10,1,./data/622.jpg,723,908
174,623,10,10,1,./data/623.jpg,707,915
189,624,10,10,1,./data/624.jpg,707,952
204,625,10,10,1,./data/625.jpg,710,955
219,626,10,10,1,./data/626.jpg,713,952
234,627,10,10,1,./data/627.jpg,713,952
249,628,10,10,1,./data/628.jpg,710,952
264,629,10,10,1,./data/629.jpg,710,938
279,630,10,10,1,./data/630.jpg,723,958
294,631,10,10,1,./data/631.jpg,720,962
309,632,10,10,1,./data/632.jpg,717,955
324,633,10,10,1,./data/633.jpg,720,952
339,634,10,10,1,./data/634.jpg,720,952
354,635,10,10,1,./data/635.jpg,727,948
369,636,10,10,1,./data/636.jpg,727,952
384,637,10,10,1,./data/637.jpg,723,948
399,638,10,10,1,./data/638.jpg,727,945
414,639,10,10,1,./data/639.jpg,723,948
429,640,10,10,1,./data/640.jpg,717,938
444,641,10,10,1,./data/641.jpg,720,925
459,642,10,10,1,./data/642.jpg,723,915
474,643,10,10,1,./data/643.jpg,733,904
489,644,10,10,1,./data/644.jpg,740,894
504,645,10,10,1,./data/645.jpg,763,888
519,646,10,10,1,./data/646.jpg,787,884
534,647,10,10,1,./data/647.jpg,807,881
549,648,10,10,1,./data/648.jpg,840,861
564,649,10,10,1,./data/649.jpg,853,837
579,650,10,10,1,./data/650.jpg,873,796
594,651,10,10,1,./data/651.jpg,883,742
609,652,10,10,1,./data/652.jpg,913,692
624,653,10,10,1,./data/653.jpg,960,645
639,654,10,9,1,./data/654.jpg,1010,604
654,655,10,9,1,./data/655.jpg,1060,574
10,612,11,11,1,./data/612.jpg,817,608
25,613,11,11,1,./data/613.jpg,810,604
40,614,11,11,1,./data/614.jpg,803,601
55,615,11,11,1,./data/615.jpg,803,597
70,616,11,11,1,./data/616.jpg,800,591
85,617,11,11,1,./data/617.jpg,800,580
100,618,11,11,1,./data/618.jpg,800,577
115,619,11,11,1,./data/619.jpg,803,577
130,620,11,11,1,./data/620.jpg,807,577
145,621,11,10,1,./data/621.jpg,813,574
160,622,11,11,1,./data/622.jpg,820,574
175,623,11,11,1,./data/623.jpg,820,577
190,624,11,11,1,./data/624.jpg,827,580
205,625,11,11,1,./data/625.jpg,830,577
220,626,11,11,1,./data/626.jpg,837,587
235,627,11,11,1,./data/627.jpg,847,594
250,628,11,11,1,./data/628.jpg,850,597
265,629,11,11,1,./data/629.jpg,853,608
280,630,11,11,1,./data/630.jpg,860,614
295,631,11,11,1,./data/631.jpg,873,618
310,632,11,11,1,./data/632.jpg,877,621
325,633,11,11,1,./data/633.jpg,880,634
340,634,11,11,1,./data/634.jpg,893,645
355,635,11,11,1,./data/635.jpg,903,645
370,636,11,11,1,./data/636.jpg,920,648
385,637,11,11,1,./data/637.jpg,933,648
400,638,11,11,1,./data/638.jpg,947,655
415,639,11,11,1,./data/639.jpg,973,651
430,640,11,11,1,./data/640.jpg,997,651
445,641,11,11,1,./data/641.jpg,1020,651
460,642,11,11,1,./data/642.jpg,1043,651
475,643,11,11,1,./data/643.jpg,1067,658
490,644,11,11,1,./data/644.jpg,1083,658
505,645,11,11,1,./data/645.jpg,1093,662
520,646,11,11,1,./data/646.jpg,1090,655
535,647,11,11,1,./data/647.jpg,1087,648
550,648,11,11,1,./data/648.jpg,1077,628
565,649,11,11,1,./data/649.jpg,1080,614
580,650,11,11,1,./data/650.jpg,1090,604
595,651,11,11,1,./data/651.jpg,1100,591
610,652,11,11,1,./data/652.jpg,1110,574
625,653,11,11,1,./data/653.jpg,1127,574
640,654,11,10,1,./data/654.jpg,1133,570
655,655,11,10,1,./data/655.jpg,1147,557
11,612,12,12,1,./data/612.jpg,863,807
26,613,12,12,1,./data/613.jpg,847,807
41,614,12,12,1,./data/614.jpg,823,800
56,615,12,12,1,./data/615.jpg,803,796
71,616,12,12,1,./data/616.jpg,780,790
86,617,12,12,1,./data/617.jpg,753,783
101,618,12,12,1,./data/618.jpg,737,766
116,619,12,12,1,./data/619.jpg,723,763
131,620,12,12,1,./data/620.jpg,697,742
146,621,12,11,1,./data/621.jpg,687,729
161,622,12,12,1,./data/622.jpg,687,719
176,623,12,12,1,./data/623.jpg,687,716
191,624,12,12,1,./data/624.jpg,690,716
206,625,12,12,1,./data/625.jpg,700,719
221,626,12,12,1,./data/626.jpg,710,736
236,627,12,12,1,./data/627.jpg,723,746
251,628,12,12,1,./data/628.jpg,740,753
266,629,12,12,1,./data/629.jpg,760,763
281,630,12,12,1,./data/630.jpg,780,766
296,631,12,12,1,./data/631.jpg,803,773
311,632,12,12,1,./data/632.jpg,827,773
326,633,12,12,1,./data/633.jpg,857,790
341,634,12,12,1,./data/634.jpg,900,796
356,635,12,12,1,./data/635.jpg,937,796
371,636,12,12,1,./data/636.jpg,983,800
386,637,12,12,1,./data/637.jpg,1023,796
401,638,12,12,1,./data/638.jpg,1063,790
416,639,12,12,1,./data/639.jpg,1097,786
431,640,12,12,1,./data/640.jpg,1130,783
446,641,12,12,1,./data/641.jpg,1150,786
461,642,12,12,1,./data/642.jpg,1170,783
476,643,12,12,1,./data/643.jpg,1183,780
491,644,12,12,1,./data/644.jpg,1200,780
506,645,12,12,1,./data/645.jpg,1207,780
521,646,12,12,1,./data/646.jpg,1207,780
536,647,12,12,1,./data/647.jpg,1207,780
551,648,12,12,1,./data/648.jpg,1207,776
566,649,12,12,1,./data/649.jpg,1207,773
581,650,12,12,1,./data/650.jpg,1210,773
596,651,12,12,1,./data/651.jpg,1213,770
611,652,12,12,1,./data/652.jpg,1220,773
626,653,12,12,1,./data/653.jpg,1223,770
641,654,12,11,1,./data/654.jpg,1227,770
656,655,12,11,1,./data/655.jpg,1230,766
12,612,13,13,1,./data/612.jpg,923,975
27,613,13,13,1,./data/613.jpg,923,962
42,614,13,13,1,./data/614.jpg,917,948
57,615,13,13,1,./data/615.jpg,900,942
72,616,13,13,1,./data/616.jpg,887,935
87,617,13,13,1,./data/617.jpg,863,928
102,618,13,13,1,./data/618.jpg,833,911
117,619,13,13,1,./data/619.jpg,810,911
132,620,13,13,1,./data/620.jpg,783,911
147,621,13,12,1,./data/621.jpg,757,908
162,622,13,13,1,./data/622.jpg,730,915
177,623,13,13,1,./data/623.jpg,703,915
192,624,13,13,1,./data/624.jpg,683,911
207,625,13,13,1,./data/625.jpg,670,911
222,626,13,13,1,./data/626.jpg,663,911
237,627,13,13,1,./data/627.jpg,663,921
252,628,13,13,1,./data/628.jpg,673,932
267,629,13,13,1,./data/629.jpg,693,945
282,630,13,13,1,./data/630.jpg,720,958
297,631,13,13,1,./data/631.jpg,767,975
312,632,13,13,1,./data/632.jpg,827,975
327,633,13,13,1,./data/633.jpg,880,992
342,634,13,13,1,./data/634.jpg,947,982
357,635,13,13,1,./data/635.jpg,1000,982
372,636,13,13,1,./data/636.jpg,1057,979
387,637,13,13,1,./data/637.jpg,1103,975
402,638,13,13,1,./data/638.jpg,1137,972
417,639,13,13,1,./data/639.jpg,1167,969
432,640,13,13,1,./data/640.jpg,1187,962
447,641,13,13,1,./data/641.jpg,1207,969
462,642,13,13,1,./data/642.jpg,1210,972
477,643,13,13,1,./data/643.jpg,1217,969
492,644,13,13,1,./data/644.jpg,1227,975
507,645,13,13,1,./data/645.jpg,1227,975
522,646,13,13,1,./data/646.jpg,1227,972
537,647,13,13,1,./data/647.jpg,1227,972
552,648,13,13,1,./data/648.jpg,1227,969
567,649,13,13,1,./data/649.jpg,1227,972
582,650,13,13,1,./data/650.jpg,1227,969
597,651,13,13,1,./data/651.jpg,1227,969
612,652,13,13,1,./data/652.jpg,1227,969
627,653,13,13,1,./data/653.jpg,1227,972
642,654,13,12,1,./data/654.jpg,1227,969
657,655,13,12,1,./data/655.jpg,1227,958
13,612,14,14,1,./data/612.jpg,813,260
28,613,14,14,1,./data/613.jpg,810,260
43,614,14,14,1,./data/614.jpg,810,256
58,615,14,14,1,./data/615.jpg,807,256
73,616,14,14,1,./data/616.jpg,807,253
88,617,14,14,1,./data/617.jpg,803,246
103,618,14,14,1,./data/618.jpg,803,243
118,619,14,14,1,./data/619.jpg,800,240
133,620,14,14,1,./data/620.jpg,797,240
148,621,14,13,1,./data/621.jpg,797,240
163,622,14,14,1,./data/622.jpg,790,243
178,623,14,14,1,./data/623.jpg,783,246
193,624,14,14,1,./data/624.jpg,783,250
208,625,14,14,1,./data/625.jpg,780,260
223,626,14,14,1,./data/626.jpg,780,263
238,627,14,14,1,./data/627.jpg,777,267
253,628,14,14,1,./data/628.jpg,777,277
268,629,14,14,1,./data/629.jpg,780,284
283,630,14,14,1,./data/630.jpg,780,287
298,631,14,14,1,./data/631.jpg,783,290
313,632,14,14,1,./data/632.jpg,793,294
328,633,14,14,1,./data/633.jpg,803,297
343,634,14,14,1,./data/634.jpg,820,300
358,635,14,14,1,./data/635.jpg,833,300
373,636,14,14,1,./data/636.jpg,857,297
388,637,14,14,1,./data/637.jpg,883,294
403,638,14,14,1,./data/638.jpg,913,290
418,639,14,14,1,./data/639.jpg,947,287
433,640,14,14,1,./data/640.jpg,990,280
448,641,14,14,1,./data/641.jpg,1030,277
463,642,14,14,1,./data/642.jpg,1070,277
478,643,14,14,1,./data/643.jpg,1113,287
493,644,14,14,1,./data/644.jpg,1150,294
508,645,14,14,1,./data/645.jpg,1180,300
523,646,14,14,1,./data/646.jpg,1210,310
538,647,14,14,1,./data/647.jpg,1247,321
553,648,14,14,1,./data/648.jpg,1273,327
568,649,14,14,1,./data/649.jpg,1297,331
583,650,14,14,1,./data/650.jpg,1317,331
598,651,14,14,1,./data/651.jpg,1337,327
613,652,14,14,1,./data/652.jpg,1360,331
628,653,14,14,1,./data/653.jpg,1377,334
643,654,14,13,1,./data/654.jpg,1393,338
658,655,14,13,1,./data/655.jpg,1407,341
14,612,15,15,1,./data/612.jpg,847,260
29,613,15,15,1,./data/613.jpg,843,260
44,614,15,15,1,./data/614.jpg,840,260
59,615,15,15,1,./data/615.jpg,837,260
74,616,15,15,1,./data/616.jpg,833,256
89,617,15,15,1,./data/617.jpg,830,253
104,618,15,15,1,./data/618.jpg,827,250
119,619,15,15,1,./data/619.jpg,827,243
134,620,15,15,1,./data/620.jpg,823,243
149,621,15,14,1,./data/621.jpg,820,243
164,622,15,15,1,./data/622.jpg,813,243
179,623,15,15,1,./data/623.jpg,810,246
194,624,15,15,1,./data/624.jpg,810,256
209,625,15,15,1,./data/625.jpg,807,260
224,626,15,15,1,./data/626.jpg,803,263
239,627,15,15,1,./data/627.jpg,803,270
254,628,15,15,1,./data/628.jpg,803,280
269,629,15,15,1,./data/629.jpg,803,284
284,630,15,15,1,./data/630.jpg,807,287
299,631,15,15,1,./data/631.jpg,810,290
314,632,15,15,1,./data/632.jpg,820,297
329,633,15,15,1,./data/633.jpg,827,300
344,634,15,15,1,./data/634.jpg,847,304
359,635,15,15,1,./data/635.jpg,857,304
374,636,15,15,1,./data/636.jpg,880,300
389,637,15,15,1,./data/637.jpg,903,297
404,638,15,15,1,./data/638.jpg,933,290
419,639,15,15,1,./data/639.jpg,970,287
434,640,15,15,1,./data/640.jpg,1003,284
449,641,15,15,1,./data/641.jpg,1043,277
464,642,15,15,1,./data/642.jpg,1087,280
479,643,15,15,1,./data/643.jpg,1120,287
494,644,15,15,1,./data/643.jpg,1120,287
509,645,15,15,1,./data/645.jpg,1187,290
524,646,15,15,1,./data/645.jpg,1187,290
539,647,15,15,1,./data/645.jpg,1187,290
554,648,15,15,1,./data/645.jpg,1187,290
569,649,15,15,1,./data/645.jpg,1187,290
584,650,15,15,1,./data/645.jpg,1187,290
599,651,15,15,1,./data/645.jpg,1187,290
614,652,15,15,1,./data/645.jpg,1187,290
629,653,15,15,1,./data/645.jpg,1187,290
644,654,15,15,1,./data/645.jpg,1187,290
659,655,15,15,1,./data/645.jpg,1187,290
